Record_ID,Source_File,Doc_Type,Report_No,Client_Titular,Terrain_Block_Parcel,Parish_Municipality,Parcelario_No,Sample_Date,Received_Date,Result_Date,Matrix,Test_Category,Method,Organism_Parameter,Result,Value,Unit,Interpretation,Lab_Provider,Location_Confidence,Notes
79,9_agosto2023_A32A0C_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2023-08-25-A32A0C,Antonio Nogueira Amorim Matos,Code A32A0C - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2023-08-25,,2023-08-25,Solo (microbioma),Índice de saúde da cultura,,Estado de salud del cultivo / Biocontrol,Salud: Muy bajo / Biocontrol: Bajo,,n/d,Pontuação de saúde baseada no risco de patogénios,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,"PODREDUMBRE RADICULAR (podridão radicular): Risco Relevante DETETADO, NÍVEL DE RISCO MUITO ALTO. Incidência global: 'pouco disseminado' (9 em cada 100 parcelas analisadas pela Biome Makers estão afetadas por podridão radicular). Microrganismo em destaque, relacionado com a podridão radicular: Phytophthora sojae (protista). Outros: Doença da folha e Podridão por Botrytis = Não Detetado. Repartição do biocontrolo: agentes fungicidas MÉDIO, bactericidas MUITO ALTO, inseticidas MÉDIO, nematicidas BAIXO."
80,9_agosto2023_A32A0C_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2023-08-25-A32A0C,Antonio Nogueira Amorim Matos,Code A32A0C - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2023-08-25,,2023-08-25,Solo (microbioma),Comunidade fúngica,,Top fungal phyla (relative abundance),60% Ascomycota / 15% Mortierellomycota / 13% Basidiomycota,,%,Composição fúngica ao nível do filo,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
81,9_agosto2023_A32A0C_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2023-08-25-A32A0C,Antonio Nogueira Amorim Matos,Code A32A0C - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2023-08-25,,2023-08-25,Solo (microbioma),Comunidade bacteriana,,Top bacterial phyla (relative abundance),37% Proteobacteria / 18% Actinobacteriota / 9% Acidobacteriota,,%,Composição bacteriana ao nível do filo,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
82,9_agosto2023_A32A0C_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2023-08-25-A32A0C,Antonio Nogueira Amorim Matos,Code A32A0C - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2023-08-25,,2023-08-25,Solo (microbioma),Razão Fungo:Bactéria,,Ratio Hongo-Bacteria / Ratio Arbuscular-Ectomicorriza,1:51 / 1:9.72,,razão,Indicador de equilíbrio da comunidade,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
83,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Microbioma - contagem de espécies,,Total species detected,Contagem,720,espécies,Amplitude de taxa microbianos detetados,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
84,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Índice de qualidade do solo,,Biosostenibilidad,MUY ALTO (score 82),,n/d,Pontuação composta de sustentabilidade do solo (Becrop),Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
85,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Índice de qualidade do solo,,Biodiversidad / Funcionalidad / Resiliencia,Alto / Medio / Medio,,n/d,Índices compostos (Becrop),Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
86,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Índice de saúde da cultura,,Estado de salud del cultivo / Biocontrol,Salud: Alto / Biocontrol: Bajo,,n/d,Pontuação de saúde baseada no risco de patogénios,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,"Todas as categorias de risco de doença/praga rastreadas = 'No Detectado' (não detetado), INCLUINDO a Podredumbre Radicular (podridão radicular) - ou seja, o mesmo risco que foi assinalado como MUY ALTO com deteção de Phytophthora sojae no relatório A32A0C (25/08/2023) NÃO é detetado aqui (04/02/2024), na mesma família de código A32A0x. Lista completa de não detetados: doença da folha, agalhas do colo, queda do botão floral, cancro bacteriano, esclerotiniose, phoma do kiwi, prateamento, podridão radicular branca, podridão carbonosa da raiz, podridão por Botrytis, podridão radicular, verticiliose. Repartição do biocontrolo: agentes fungicidas MÉDIO, bactericidas ALTO, inseticidas MÉDIO, nematicidas BAIXO."
87,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Comunidade fúngica,,Top fungal phyla (relative abundance),43% Ascomycota / 30% Basidiomycota / 20% Mortierellomycota,,%,Composição fúngica ao nível do filo,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
88,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Comunidade bacteriana,,Top bacterial phyla (relative abundance),33% Proteobacteria / 18% Actinobacteriota / 10% Firmicutes,,%,Composição bacteriana ao nível do filo,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
89,29enero2024_A32A0B_Kiwi_1_000_Valenc_a_do_Minho.pdf,Relatório da Plataforma Becrop - Microbioma do Solo (ITS3-16S),BC-R-Test-ITS3-16S4-BPP3.5-2024-02-04-A32A0B,Antonio Nogueira Amorim Matos,Code A32A0B - 'No hay parcela asociada' (system shows NO parcel linked to this code),"Cristelo Covo e Arão, Valença do Minho (morada indicada no relatório) - NOTA: freguesia diferente de 'Ganfei', usada na nota de campo e nos boletins A2",,2024-02-04,,2024-02-04,Solo (microbioma),Razão Fungo:Bactéria,,Ratio Hongo-Bacteria / Ratio Arbuscular-Ectomicorriza,1:141 / n/a (fungi = 'Solo Ectomicorrizas' only),,razão,Indicador de equilíbrio da comunidade,Becrop platform (ITS3/16S microbiome test),NÃO RESOLVIDO - alerta: o próprio relatório indica 'No hay parcela asociada' (sem parcela associada) E a freguesia difere de 'Ganfei' usada nos restantes documentos; é necessário confirmar se se trata do mesmo pomar.,
90,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,7.2 (Neutro),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
91,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
92,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,1.6% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
93,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,10.0,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
94,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.09% N (Baixo; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
95,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,206 mg/kg P2O5 (Excesso),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
96,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,80.8 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
97,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,1200 mg/kg CaO (Excesso),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
98,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,97.4 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
99,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,12.1 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
100,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,213 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
101,Erica_2016_R__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601930,"Kiwi 1000, Lda",Erica 2016 R,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Baixo),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
102,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,6.6 (Ligeiramente ácido),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
103,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
104,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,1.7% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
105,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,6.1,razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
106,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.16% N (Médio; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
107,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,156 mg/kg P2O5 (Alto),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
108,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,71.1 mg/kg K2O (Médio),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
109,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,879 mg/kg CaO (Alto),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
110,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Magnésio (MgO),Valor,64.5 mg/kg MgO (Médio),mg/kg,Magnésio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
111,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Enxofre (S),Valor,10.3 mg/kg S (Médio),mg/kg,Enxofre extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
112,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Ferro (Fe),Valor,218 mg/kg Fe (Alto),mg/kg,Ferro extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
113,Erica_2016_E__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601931,"Kiwi 1000, Lda",Erica 2016 E,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Manganês (Mn),Valor,<10 mg/kg Mn (Muito baixo),mg/kg,Manganês extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
114,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,ISO 10390 / Potenciometria,pH (H2O),Valor,5.8 (Ácido - precisa 3t/ha calcário),unidades de pH,Classe de reação do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
115,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.027 / Sensorial or ISO 11277 Gravimetria,Textura,Classe,Franca,classe,Classificação da textura do solo,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
116,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,EN 15936 / Cálculo,Matéria Orgânica (MO),Valor,1.7% (Média),%,Teor de matéria orgânica,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
117,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,MI / Cálculo,Razão C:N,Valor,6.7 (Baixa),razão,Razão Carbono:Azoto,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
118,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,POS.008 (Método de Dumas) / Analisador elementar,Azoto Total (N),Valor,0.15% N (Médio; 120 kg/ha N recomendado),%,Total nitrogen status vs corrective recommendation,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
119,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Fósforo (P2O5),Valor,161 mg/kg P2O5 (Alto),mg/kg,Fósforo extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
120,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Potássio (K2O),Valor,94.0 mg/kg K2O (Alto),mg/kg,Potássio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
121,B2_V7__Marc_o_26.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),2601932,"Kiwi 1000, Lda",B2 - V7,Valença - Ganfei,"See boletim (Parcelário nº varies by block, stated on original report)",2026-03-03,+1 day typical,+5-6 days typical,Solo,Físico-química,Mehlich 3 / ICP-OES,Cálcio (CaO),Valor,264 mg/kg CaO (Muito baixo),mg/kg,Cálcio extraível,"A2 Análises Químicas, Lda (Guimarães, PT)",Confirmado (talhão explicitamente identificado no boletim),
