Record_ID,Source_File,Doc_Type,Terrain_Block_Parcel,Sample_Date,Matrix,Organism_Parameter,Result,classe_posicao,unidade,nota_colocacao,E,N,d_foco_OESTE_m,d_foco_ESTE_m,pct_defice_2026,pct_novo_M2,pct_nu2021
183,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Enxofre (S),Valor,FORA DA BANDA,,idem,,,,,,,
184,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Ferro (Fe),Valor,FORA DA BANDA,,idem,,,,,,,
185,B1_C4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),B1 C4,2026-07-08,Solo,Manganês (Mn),Valor,FORA DA BANDA,,idem,,,,,,,
186,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,pH (H2O),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
187,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Textura,Classe,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
188,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Matéria Orgânica (MO),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
189,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Razão C:N,Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
190,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Azoto Total (N),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
191,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Fósforo (P2O5),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
192,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Potássio (K2O),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
193,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Cálcio (CaO),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
194,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Magnésio (MgO),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
195,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Enxofre (S),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
196,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Ferro (Fe),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
197,B4_Julho.pdf,Relatório Laboratorial - Físico-Química do Solo (Boletim de Análises),Parcela B4,2026-07-08,Solo,Manganês (Mn),Valor,AMBIGUO,B4,idem,531296.3,4655320.5,854.0,379.0,6.2,0.0,1.2
198,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Soil Health Score (composite),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
199,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Carbono orgânico extraível em água (WEOC),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
200,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Azoto orgânico (WEON),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
201,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Azoto mineral,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
202,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Norg:Nmin ratio,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
203,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Matéria Orgânica,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
204,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),pH (H2O),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
205,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Soil CO2 Burst (24h) / %MAC,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
206,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Corg:Ntotal ratio,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
207,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),WEOC:WEON ratio,Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
208,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Overall biological verdict (lab's own wording),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
209,B2_V7__Marc_o_26_Regenerativa.pdf,Relatório Laboratorial - Painel de Saúde do Solo (Agricultura Regenerativa),B2.V7,2026-03-03,Solo (biológico),Fe / Mn / Zn / Cu (micronutrients),Valor,COLOCADO,v7,numero de valvula explicito,530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
210,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Azoto Total (N),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
211,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Fósforo (P),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
212,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Potássio (K),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
213,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Cálcio (Ca),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
214,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Magnésio (Mg),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
215,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Enxofre (S),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
216,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Ferro (Fe),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
217,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Manganês (Mn),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
218,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Boro (B),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
219,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Cobre (Cu),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
220,B2_V7__Folha__Junho_26.pdf,Relatório Laboratorial - Análise Foliar,B2 - Zona 1,2026-06-17,Folha,Zinco (Zn),Valor,COLOCADO,v7,"mesmo talhao nominal, folha; V7 no nome do ficheiro",530392.4,4654977.1,120.0,601.0,21.2,21.2,0.0
221,Humus_Li_quido_y_sus_comunidades_de_microorganismos.pdf,Ficha Técnica de Fornecedor/Produto (NÃO é uma amostra do pomar),"n/d - literatura de produto, não é uma amostra do pomar",,Vermicomposto/húmus líquido (produto),"Liquid humus microbial community (>260 taxa average, incl. PGPMs)",Dados do produto - não é um resultado de análise do pomar,NAO E AMOSTRA,,ficha tecnica de produto,,,,,,,
